Grid_Size,Time_sec_mean,Time_sec_median,Time_sec_std,Time_sec_min,Time_sec_max,Nodes_Expanded_mean,Nodes_Expanded_median,Nodes_Expanded_std,Path_Length_mean,Path_Length_max
10,7.225275039672852e-05,6.496906280517578e-05,2.7156755300865125e-05,3.790855407714844e-05,0.000148773193359375,21.85,21.0,3.065512750104399,20.3,27
20,0.0001489983664618598,0.00014483928680419922,3.1310565460965076e-05,0.00010418891906738281,0.00021719932556152344,47.27777777777778,46.5,6.675729134493413,43.333333333333336,51
30,0.00029681858263517683,0.00028514862060546875,6.443413600147285e-05,0.00017380714416503906,0.00044226646423339844,70.94736842105263,70.0,6.4762273329335995,65.73684210526316,75
40,0.0003639327155219184,0.0003590583801269531,0.0001230970839967785,0.00018167495727539062,0.0005731582641601562,94.44444444444444,91.5,11.168349302550975,87.22222222222223,95
50,0.00041503064772661994,0.00041985511779785156,0.00013092644337593356,0.00023937225341796875,0.0006339550018310547,119.52941176470588,117.0,16.67002417161874,110.41176470588235,135
60,0.0003500265233656939,0.0003304481506347656,6.110914470133052e-05,0.00029158592224121094,0.0004904270172119141,142.88235294117646,138.0,11.36267108199683,133.0,145
